,Part Number,Description,Supplier Name,Price,Quantity,Months No Sale,Sales Last Month,Sales Last 3 Months,Sales Last 6 Months,Sales Last 9 Months,Sales Last 12 Months,Sales - This Year,Turnover,Total Cost
65401,12-40021,k&n air filter cbr600f4,motovan,103.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.44
65414,12-528,"air filter, honda",motovan,19.95,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77
65418,12-562,air filter,motovan,19.95,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35
65506,12-PL1115,air filter indian scout (15-22),motovan,135.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2
65535,124-019813,"#42 slow jet, keihin",motovan,7.95,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.08
65536,124-019814,"keihin slow jet, 45",motovan,8.95,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58
65617,128-1128,swing arm bearing kit,motovan,90.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.69
65698,130-60012RS,ball bearing rs12x28x8,motovan,4.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48
65699,130-60012RS,ball bearing rs12x28x8,motovan,4.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48
65702,130-60022RS,6002 ball bearing rs15x32x9,motovan,5.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18
65703,130-60022RS,6002 ball bearing rs15x32x9,motovan,5.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18
65722,130-63012RS,6301 bearing,motovan,6.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08
65766,132-8008,power pack clampless,motovan,15.99,1.0,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.05
65808,14-0127,oil filter hiflo   kaw,motovan,8.95,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8
65810,14-0134,"oil filter hiflo, gsxr,vs,85-87",motovan,12.95,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5
65850,140-2060,525 rivet link o ring,motovan,8.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05
65890,15-0104,"air filter, suzuki vs800gs, 05-09",motovan,21.95,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.37
65893,15-06007,universal joint sportsman 500,motovan,28.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48
65894,15-06007,universal joint sportsman 500,motovan,28.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48
65965,155-124,fork seal kit 45-57-11,motovan,17.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.39
66004,156-146,fork and dust seal kit,motovan,35.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.09
66017,157-101,fork dust seal kit 45-57.5-13,motovan,17.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69
66030,157-117,fork seal 43mm,motovan,17.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69
66329,180-006,"rim band, 21""",motovan,4.95,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
66664,24-2021,honda yamaha brush set,motovan,27.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.57
67216,26-8083,ngk ign cable splicer,motovan,8.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28
67221,26-B6ES,spark plug ngk,motovan,3.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89
67240,26-BPR7HS,ngk bpr7hs,motovan,5.99,13.0,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.57
67314,26-DPR7EA-9,dpr7ea-9,motovan,6.99,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.96
67315,26-DPR7EA-9,dpr7ea-9,motovan,6.99,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.96
67325,26-DPR9Z,ngk dpr9z,motovan,8.99,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.96
67326,26-DPR9Z,ngk dpr9z,motovan,8.99,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.96
67352,26-LB05EH,spark plug resistor cover,motovan,7.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87
67354,26-MAR10A-J,26-mar10a-j,motovan,28.99,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
67474,27-L0108,wash & wax motul,motovan,18.99,4.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.96
67486,27-L0115,m1 helmet clean 250ml (8.45oz),motovan,12.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
67514,27-L123,"300v factory line, ester core",motovan,137.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.78
67546,27-L511,"motul low smoke 2 stroke oil,",motovan,24.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3
67570,27-L542,motul 7100 10/40 full syn ester,motovan,28.99,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.98
67631,27-S1140,s100 corrosion protectant,motovan,18.99,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.52
67649,27-S12301,s100 special surface cleaner,motovan,18.99,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.04
67650,27-S12301,s100 special surface cleaner,motovan,18.99,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.04
67695,28-502N,bearing 6005c3,motovan,14.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.48
67696,28-502N,bearing 6005c3,motovan,14.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.48
67701,28-703N,ntn bearing 6003llu,motovan,14.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.48
67702,28-703N,ntn bearing 6003llu,motovan,14.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.48
67706,28-733N,ntn bearing 6303llu,motovan,16.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04
67707,28-733N,ntn bearing 6303llu,motovan,16.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04
67914,306-1010,"motion pro rimlock 1.85""",motovan,12.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.58
67915,306-1010,"motion pro rimlock 1.85""",motovan,12.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.58
68174,314-0111,oil filter,motovan,5.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74
68175,314-0111,oil filter,motovan,5.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74
68193,314-0126,"oil filter, hf126",motovan,8.99,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46
68195,314-0132,hi-flo oil filter  dr 200,motovan,4.99,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.16
68196,314-0133,"hf133 oil fltr,suzuki16500-45810",motovan,7.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66
68197,314-0133,"hf133 oil fltr,suzuki16500-45810",motovan,7.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66
68200,314-0134,hf134 oil filter suzuki16510-0,motovan,11.99,11.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.24
68201,314-0134,hf134 oil filter suzuki16510-0,motovan,11.99,11.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.24
68208,314-0137,16510-37440 sub,motovan,6.99,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.66
68209,314-0137,16510-37440 sub,motovan,6.99,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.66
68217,314-0140,hiflo filter 16510-29f00  hf 139,motovan,5.99,2.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.2
68218,314-0140,hiflo filter 16510-29f00  hf 139,motovan,5.99,2.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.2
68221,314-0141,oil filter hiflo 157,motovan,7.99,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.76
68238,314-0146,hi-flo oil filter,motovan,10.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56
68239,314-0146,hi-flo oil filter,motovan,10.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56
68243,314-0148,"hf148,hiflo,filter",motovan,11.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29
68244,314-0148,"hf148,hiflo,filter",motovan,11.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29
68251,314-0152,hf152 oil filter,motovan,9.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12
68252,314-0152,hf152 oil filter,motovan,9.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12
68259,314-0154,husqvarna,motovan,7.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17
68260,314-0154,husqvarna,motovan,7.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17
68263,314-0155,oil filter,motovan,7.99,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95
68264,314-0156,oil filter,motovan,12.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77
68265,314-0160,hiflo filter bmw,motovan,12.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
68267,314-0163,"oil filter, hf163",motovan,12.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42
68268,314-0163,"oil filter, hf163",motovan,12.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42
68281,314-0171,harley oil filter hf171b,motovan,10.99,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42
68282,314-0171,harley oil filter hf171b,motovan,10.99,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42
68285,314-0172,hiflo hf172c,motovan,14.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07
68286,314-0173,hiflo hf173c oil filter,motovan,20.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67
68294,314-0191,t1210200 triumph filter,motovan,10.99,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.72
68295,314-0191,t1210200 triumph filter,motovan,10.99,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.72
68338,314-1140,hf140 oil filter yam 5d3-13440,motovan,6.99,1.0,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2
68369,314-A2911,"air filter,kawasaki, vn1500/vn1600",motovan,33.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.47
68380,314-A3619,hfa3619 air filter suzuki 1378,motovan,29.99,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.47
68425,315-1017,mp alloy rimlock 2.50,motovan,13.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74
68426,315-1017,mp alloy rimlock 2.50,motovan,13.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74
68521,317-9523,"round sw, hi/off/low, symtec",motovan,3.99,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.95
68522,317-9523,"round sw, hi/off/low, symtec",motovan,3.99,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.95
68550,32-313,yb7-a battery,motovan,98.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.64
68588,32-339,yb16al-a2 yuasa battery,motovan,197.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.34
68593,32-347,yb18l-a,motovan,198.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.58
68852,324-3970,jtf402.15  sprocket aprilia 236-,motovan,27.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.17
68853,324-3970,jtf402.15  sprocket aprilia 236-,motovan,27.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.17
68857,324-4055,jtf402.14  sprocket aprilia 236-,motovan,26.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.56
68858,324-4055,jtf402.14  sprocket aprilia 236-,motovan,26.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.56
68861,324-4312,jtf430.12 sprocket,motovan,19.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.99
68923,324-8501,15t sprocket,motovan,25.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.09
68932,324-8562,jt 16t sprocket,motovan,29.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5
68972,324-8857,jt sprocket,motovan,63.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.94
69051,324-9193,11t cs sprocket,motovan,24.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.24
69055,324-9201,434-16t sprocket-drz400,motovan,26.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
69096,324-9438,999.45 jt honda 41201-459-670,motovan,35.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.09
69100,324-9468,jt 48 sprocket,motovan,44.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.84
69107,324-9604,rear sprocket,motovan,57.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04
69123,324-9695,43t dr650 rear sprocket,motovan,55.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.74
69125,324-9715,s15.50 jt sprocket suz,motovan,64.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.25
69509,34-506,ytx14-bs,motovan,159.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.39
69510,34-506,ytx14-bs,motovan,159.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.39
69539,34-538,ytx14ah-bs battery yuasa,motovan,178.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.71
69596,340-2006,k&n air filter oil 12oz,motovan,14.99,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
69597,340-2006,k&n air filter oil 12oz,motovan,14.99,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
69609,340-9722,"k&n air fltr, bsa750 triples - all",motovan,103.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.25
69610,340-9723,"k&n air filter, 91-2000 triumph",motovan,106.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.54
69612,340-9738,triumph bsa 441 k&n air filter,motovan,102.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.6
69661,345-1647,msr buckle kit,motovan,4.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21
69754,353-0654,hypoid gear lube premium,motovan,29.99,1.0,10,0.0,0.0,0.0,0.0,0.5,0.0,0.0,19.47
69794,355-6059,no fog cloth display bx/24,motovan,69.99,15.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.35
69795,355-6059,no fog cloth display bx/24,motovan,69.99,15.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.35
69906,361-0146,fa146hh sintered sport/road,motovan,64.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6
69907,361-0146,fa146hh sintered sport/road,motovan,64.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6
69926,361-0229,fa229hh pad fr kawa,motovan,76.99,2.0,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.4
69948,361-0367,rear brake pad yz125   fa367x,motovan,52.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72
69949,361-0367,rear brake pad yz125   fa367x,motovan,52.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72
69959,361-0531,brake shoe 531,motovan,33.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.46
69981,361-1103,fa103 brake pads,motovan,52.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.02
69989,361-1129,"brake pads, ebc performance",motovan,54.99,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.96
69998,361-1245,"ebc brake pads, fa124",motovan,49.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.08
70035,361-1419,fa419 brake pad,motovan,57.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.67
70044,361-1455,fa145 ebc kaw brk pads,motovan,52.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72
70071,361-1673,"fa67/3  pad ktm,kawa kx125,250",motovan,52.99,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.59
70092,361-1855,ebc brakepads fa185x,motovan,52.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72
70093,361-1855,ebc brakepads fa185x,motovan,52.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72
70179,361-2631,fa631hh pad,motovan,73.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.93
70288,361-5060,"506 yam brake shoe, xt350",motovan,34.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87
70306,361-6050,"605 ebc brake shoe, suz",motovan,84.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.01
70358,37-1499/52,rr sprocket 52t triumph,motovan,99.95,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.13
70413,37-7239,fork seals,motovan,16.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61
70452,377-2421,seal set,motovan,25.49,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04
70453,377-2421,seal set,motovan,25.49,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04
70472,38-450437,"rear sprocket, 37t, yam 400",motovan,35.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.96
70476,38-630615,"cs sprocket, 15t",motovan,20.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05
70622,390-4815,520-15t cs sprocket,motovan,47.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.36
70664,391-54415803/ER,points 4ca,motovan,9.83,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4
70667,391-54419828/ER,"points, 7ca, 3cyl",motovan,12.95,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6
70678,392-281,ins bulb  each,motovan,1.95,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42
70687,392-987,bulb inst 12v screw type -each,motovan,1.95,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48
70870,40-842,master clip 620,motovan,2.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
71006,41-707,525xso clip link rk,motovan,11.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.74
71007,41-707,525xso clip link rk,motovan,11.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.74
71013,41-736,52oso clip link,motovan,8.99,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76
71014,41-737,520 xso rivet link,motovan,10.99,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.95
71015,41-737,520 xso rivet link,motovan,10.99,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.95
71018,41-738,530 x so rivet link,motovan,12.99,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.08
71360,48-1908,carb kit-cb750 k1-k5,motovan,25.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.17
71395,501-122,license plate fastener kit,motovan,3.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77
71396,501-122,license plate fastener kit,motovan,3.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77
71401,501-162,m10x18 drain plug washer (10),motovan,5.99,20.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.4
71402,501-162,m10x18 drain plug washer (10),motovan,5.99,20.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.4
71405,501-163,m12 drain plug washer (10),motovan,5.99,29.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.93
71406,501-163,m12 drain plug washer (10),motovan,5.99,29.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.93
71409,501-164,m14 drain plug washer (10),motovan,5.99,23.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.91
71410,501-164,m14 drain plug washer (10),motovan,5.99,23.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.91
71413,501-168,nylon license plate bolts/nuts,motovan,6.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87
71414,501-168,nylon license plate bolts/nuts,motovan,6.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87
71417,501-170,drain plug washer assortment,motovan,87.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.47
71418,501-170,drain plug washer assortment,motovan,87.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.47
71444,51-1028,chrome license plate screw,motovan,20.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.28
71466,51-G9925,single banjo 10 x 1.25 black,motovan,15.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
71518,515-1058,140/80-17tl 69t k60 scout m+s,motovan,329.99,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.49
71578,521-922,100/90-19 tl 63h 240,motovan,179.99,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.61
71579,521-943,4.50-18 tt 70h super classic 270,motovan,199.99,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.57
71611,54-456-17,"17t frt sprocket, dl1000, 520",motovan,28.96,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.64
72094,563-1061,hware trimph qtiger 800/xc 120,motovan,152.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.47
72095,563-1063,wind deflector(2)white for,motovan,31.99,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79
72102,563-1156,storm plastic guards only. whi,motovan,56.99,3.0,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.12
72103,563-1156,storm plastic guards only. whi,motovan,56.99,3.0,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.12
72116,566-11013,trax 2 lock set,motovan,24.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.99
72117,566-11013,trax 2 lock set,motovan,24.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.99
72121,566-11176,ion one tank bag 5-9 litre,motovan,211.99,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.63
72122,566-11176,ion one tank bag 5-9 litre,motovan,211.99,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.63
72139,566-12683,crashbar thruxton /,motovan,333.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.47
72151,566-14146,side stand ext bmw f700gs (12-,motovan,83.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6
72152,566-14146,side stand ext bmw f700gs (12-,motovan,83.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6
72168,566-14459,crashbar bmw f750 / 850 gs (17-,motovan,463.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.07
72169,566-14459,crashbar bmw f750 / 850 gs (17-,motovan,463.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.07
72177,566-14545,ion tank ring,motovan,27.99,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15
72178,566-14545,ion tank ring,motovan,27.99,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15
72186,566-14729,multitool keychain w/logo,motovan,18.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.67
72187,566-14729,multitool keychain w/logo,motovan,18.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.67
72221,566-15104,pro seat ring,motovan,92.99,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.9
72378,62-118,jet lg round sz 118,motovan,1.99,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
72379,62-130,large round main jet #130,motovan,1.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
72384,63-020,vm22/210 pilot jet #20,motovan,3.99,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
72415,65-127,n100/604 lg round jet,motovan,1.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
72416,65-130,lg round mikuni jet 128,motovan,1.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
72529,70-9711,o-ring carb thick,motovan,2.22,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22
72686,76-568,mikuni main jet round 135,motovan,3.99,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56
72687,76-570,"mikuni main jet, round, 140",motovan,3.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28
74102,95-1182,michelin pilot power 2ct,motovan,225.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.44
74254,95-1460,pilot road 4 gt 120/70 zr-18 59w,motovan,289.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.7
74278,95-1469,pilot road 4 gt 180/55zr17,motovan,370.99,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,600.0
74279,95-1469,pilot road 4 gt 180/55zr17,motovan,370.99,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,600.0
74575,99-048,tube 200/225-16,motovan,7.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78
74579,99-053,425/460-16 tube,motovan,15.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46
74593,99-062,325/350-17 tube,motovan,13.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68
74594,99-062,325/350-17 tube,motovan,13.99,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68
74638,99-232,tube 140 + 160/80-16 tr6,motovan,19.99,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.32
74656,99-322,"michelin tube 16mi 2171 16""",motovan,32.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.58
74709,B38-6A,battery - 6 volt,motovan,68.95,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.59
