,Part Number,Description,Supplier Name,Price,Quantity,Months No Sale,Sales Last Month,Sales Last 3 Months,Sales Last 6 Months,Sales Last 9 Months,Sales Last 12 Months,Sales - This Year,Turnover,Total Cost
74726,BPR6ES,bpr6es ngk spark plug,parts canada/power twins,5.99,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48
74727,BPR6ES,bpr6es ngk spark plug,parts canada/power twins,5.99,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48
74728,BPR6ES,bpr6es ngk spark plug,parts canada/power twins,5.99,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48
75012,MAR10A-J,mar10a-j ngk spark plug,parts canada/power twins,29.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.94
75013,MAR10A-J,mar10a-j ngk spark plug,parts canada/power twins,29.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.94
75014,MAR10A-J,mar10a-j ngk spark plug,parts canada/power twins,29.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.94
75057,YB12AL-A2,yb12al-a2 yumicron 12 volt,parts canada/power twins,149.99,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.41
75058,YB12AL-A2,yb12al-a2 yumicron 12 volt,parts canada/power twins,149.99,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.41
75059,YB12AL-A2,yb12al-a2 yumicron 12 volt,parts canada/power twins,149.99,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.41
75733,321-0112,cardo mic sponge,parts canada/power twins,3.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55
75734,321-0112,cardo mic sponge,parts canada/power twins,3.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55
82293,144274/1,"6""brake shoe(bonded-non",royal enfield,26.99,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79
82294,144274/1,"6""brake shoe(bonded-non",royal enfield,26.99,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79
82295,144274/1,"6""brake shoe(bonded-non",royal enfield,26.99,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79
82338,570057/B,o ring-drain cap,royal enfield,4.99,10.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9
82339,570057/B,o ring-drain cap,royal enfield,4.99,10.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9
82399,IMC-BEANIE-RB,"imc,beanie,camo,royal,blue",out of the blue,19.99,26.0,8,0.0,0.0,0.0,2.0,2.0,0.0,0.0,383.24
82400,IMC-BEANIE-RB,"imc,beanie,camo,royal,blue",out of the blue,19.99,26.0,8,0.0,0.0,0.0,2.0,2.0,0.0,0.0,383.24
82568,0136-0024,helmet lock,parts canada/power twins,47.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.61
82569,0136-0024,helmet lock,parts canada/power twins,47.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.61
82576,0136-0043,lock helmet ball reda,parts canada/power twins,34.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72
82577,0136-0043,lock helmet ball reda,parts canada/power twins,34.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72
82580,0136-0047,"helmet lock extensions pr,",parts canada/power twins,25.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.34
82581,0136-0047,"helmet lock extensions pr,",parts canada/power twins,25.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.34
82594,0301-0023,120/70zr17 58w u pilot power f,parts canada/power twins,210.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.36
82595,0301-0023,120/70zr17 58w u pilot power f,parts canada/power twins,210.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.36
82621,0301-0426,120/70zr18 (59w) angel gt fron,parts canada/power twins,304.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.82
82622,0301-0426,120/70zr18 (59w) angel gt fron,parts canada/power twins,304.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.82
82680,0301-0661,120/70zr19 60w roadtec 01 front,parts canada/power twins,385.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0
82681,0301-0661,120/70zr19 60w roadtec 01 front,parts canada/power twins,385.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0
82717,0301-0732,120/70r17 58v scorpion rally s,parts canada/power twins,335.99,1.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,153.95
82718,0301-0732,120/70r17 58v scorpion rally s,parts canada/power twins,335.99,1.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,153.95
82765,0301-0892,120/70zr18 (59w) battlax st t32,parts canada/power twins,341.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.88
82766,0301-0892,120/70zr18 (59w) battlax st t32,parts canada/power twins,341.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.88
82779,0301-0915,120/70zr17 (58w) m+s mutant,parts canada/power twins,276.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.22
82780,0301-0915,120/70zr17 (58w) m+s mutant,parts canada/power twins,276.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.22
82865,0302-0711,190/55zr17tl (75w) supercorsa,parts canada/power twins,603.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.57
82866,0302-0711,190/55zr17tl (75w) supercorsa,parts canada/power twins,603.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.57
82928,0302-1007,190/55zr17 (75w) roadtec 01 (h,parts canada/power twins,468.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.46
82929,0302-1007,190/55zr17 (75w) roadtec 01 (h,parts canada/power twins,468.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.46
82933,0302-1053,200/55zr17 (78w) diablo rosso,parts canada/power twins,473.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.14
82934,0302-1053,200/55zr17 (78w) diablo rosso,parts canada/power twins,473.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.14
82947,0302-1097,170/60-17 roadtec 01,parts canada/power twins,366.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.75
82948,0302-1097,170/60-17 roadtec 01,parts canada/power twins,366.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.75
82984,0302-1215,200/55zr17 (78w) diablo rosso,parts canada/power twins,488.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.7
82985,0302-1215,200/55zr17 (78w) diablo rosso,parts canada/power twins,488.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.7
82988,0302-1217,180/55r17 73v scorpion rally s,parts canada/power twins,525.99,1.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,241.02
82989,0302-1217,180/55r17 73v scorpion rally s,parts canada/power twins,525.99,1.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,241.02
83023,0302-1298,200/60zr17 (80w) diablo rosso,parts canada/power twins,503.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.57
83024,0302-1298,200/60zr17 (80w) diablo rosso,parts canada/power twins,503.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.57
83072,0302-1477,180/55zr17 (73w) roadtec 01 se,parts canada/power twins,417.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.56
83073,0302-1477,180/55zr17 (73w) roadtec 01 se,parts canada/power twins,417.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.56
83078,0302-1479,190/55zr17 (75w) roadtec 01 se,parts canada/power twins,464.99,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.22
83079,0302-1479,190/55zr17 (75w) roadtec 01 se,parts canada/power twins,464.99,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.22
83117,0302-1577,190/55zr17 (75w) m+s mutant,parts canada/power twins,389.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.47
83118,0302-1577,190/55zr17 (75w) m+s mutant,parts canada/power twins,389.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.47
83204,0305-0005,110/90-19 62h d404 front,parts canada/power twins,193.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.07
83205,0305-0005,110/90-19 62h d404 front,parts canada/power twins,193.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.07
83221,0305-0036,110/80-18 58h lasertec frt met,parts canada/power twins,304.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.99
83222,0305-0036,110/80-18 58h lasertec frt met,parts canada/power twins,304.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.99
83261,0305-0425,130/60b19 61h american elite f,parts canada/power twins,251.99,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.3068
83262,0305-0425,130/60b19 61h american elite f,parts canada/power twins,251.99,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.3068
83287,0305-0540,110/90-18 61h me888 marathon u,parts canada/power twins,380.99,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.72
83288,0305-0540,110/90-18 61h me888 marathon u,parts canada/power twins,380.99,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.72
83292,0305-0566,130/90b16 73h battlecruise h50,parts canada/power twins,312.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.13
83293,0305-0566,130/90b16 73h battlecruise h50,parts canada/power twins,312.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.13
83309,0305-0763,100/90-19 57v battlax bt46 fro,parts canada/power twins,305.99,1.0,8,0.0,0.0,0.0,1.0,3.0,0.0,0.0,144.2767
83310,0305-0763,100/90-19 57v battlax bt46 fro,parts canada/power twins,305.99,1.0,8,0.0,0.0,0.0,1.0,3.0,0.0,0.0,144.2767
83323,0306-0007,130/90-17 68h d404 rear,parts canada/power twins,199.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.97
83324,0306-0007,130/90-17 68h d404 rear,parts canada/power twins,199.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.97
83336,0306-0035,140/80-17 lasertec,parts canada/power twins,292.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.24
83337,0306-0035,140/80-17 lasertec,parts canada/power twins,292.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.24
83398,0306-0685,mt90b16 74h cruisetec rear,parts canada/power twins,391.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.54
83399,0306-0685,mt90b16 74h cruisetec rear,parts canada/power twins,391.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.54
83460,0308-0010,130/80v18 (66v) lasertec rear,parts canada/power twins,339.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.97
83461,0308-0010,130/80v18 (66v) lasertec rear,parts canada/power twins,339.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.97
83485,0316-0137,120/70b17 58q tkc80 front cont,parts canada/power twins,294.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.12
83486,0316-0137,120/70b17 58q tkc80 front cont,parts canada/power twins,294.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.12
83501,0316-0152,90/90-21 54v tl/tt anakee 3 front,parts canada/power twins,260.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.62
83502,0316-0152,90/90-21 54v tl/tt anakee 3 front,parts canada/power twins,260.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.62
83511,0316-0156,90/90-21 54v conti trail attack 2,parts canada/power twins,198.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
83512,0316-0156,90/90-21 54v conti trail attack 2,parts canada/power twins,198.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
83557,0316-0249,120/70zr17 (58w) scorpion trail 2,parts canada/power twins,362.99,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.88
83558,0316-0249,120/70zr17 (58w) scorpion trail 2,parts canada/power twins,362.99,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.88
83572,0316-0279,90/90-21 54h mt60 front,parts canada/power twins,241.99,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.81
83573,0316-0279,90/90-21 54h mt60 front,parts canada/power twins,241.99,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.81
83576,0316-0285,120/70r19 60v tourance front,parts canada/power twins,362.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0
83577,0316-0285,120/70r19 60v tourance front,parts canada/power twins,362.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0
83584,0316-0289,120/70r19 60v scorpion rally,parts canada/power twins,408.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.24
83585,0316-0289,120/70r19 60v scorpion rally,parts canada/power twins,408.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.24
83627,0316-0355,120/70zr17 (58w) conti trail,parts canada/power twins,384.99,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.22
83628,0316-0355,120/70zr17 (58w) conti trail,parts canada/power twins,384.99,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.22
83650,0316-0385,90/90-21 54q adventurecross,parts canada/power twins,225.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.16
83651,0316-0385,90/90-21 54q adventurecross,parts canada/power twins,225.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.16
83654,0316-0388,120/70b19 60q adventurecross,parts canada/power twins,310.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.12
83655,0316-0388,120/70b19 60q adventurecross,parts canada/power twins,310.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.12
83668,0316-0459,100/90-19 57t trailmax mission,parts canada/power twins,222.99,2.0,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,217.38
83669,0316-0459,100/90-19 57t trailmax mission,parts canada/power twins,222.99,2.0,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,217.38
83672,0316-0492,110/80r18 58v tl/tt anakee,parts canada/power twins,388.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.82
83673,0316-0492,110/80r18 58v tl/tt anakee,parts canada/power twins,388.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.82
83730,0317-0222,170/60r17 72v tl/tt anakee 3 r,parts canada/power twins,414.99,4.0,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1078.88
83731,0317-0222,170/60r17 72v tl/tt anakee 3 r,parts canada/power twins,414.99,4.0,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1078.88
83749,0317-0248,4.00-18 tkc80 rear,parts canada/power twins,276.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.26
83750,0317-0248,4.00-18 tkc80 rear,parts canada/power twins,276.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.26
83757,0317-0251,160/60r17 69h mt60rs rear,parts canada/power twins,428.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.82
83758,0317-0251,160/60r17 69h mt60rs rear,parts canada/power twins,428.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.82
83765,0317-0292,140/80r17 69v scorpion trail ii,parts canada/power twins,394.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.72
83766,0317-0292,140/80r17 69v scorpion trail ii,parts canada/power twins,394.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.72
83774,0317-0297,190/55zr17 (75w) scorpion trai,parts canada/power twins,504.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.92
83775,0317-0297,190/55zr17 (75w) scorpion trai,parts canada/power twins,504.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.92
83785,0317-0352,170/60-17 tourance,parts canada/power twins,437.95,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.43
83786,0317-0352,170/60-17 tourance,parts canada/power twins,437.95,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.43
83789,0317-0353,150/70r18 70v tourance next,parts canada/power twins,374.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0
83790,0317-0353,150/70r18 70v tourance next,parts canada/power twins,374.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0
83797,0317-0357,170/60r17 72v scorpion rally s,parts canada/power twins,511.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.77
83798,0317-0357,170/60r17 72v scorpion rally s,parts canada/power twins,511.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.77
83873,0317-0488,170/60b17 72q adventurecross,parts canada/power twins,423.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0
83874,0317-0488,170/60b17 72q adventurecross,parts canada/power twins,423.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0
83881,0317-0500,150/70b18 70t trailmax mission,parts canada/power twins,356.99,3.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,522.06
83931,0340-0862,120/70-15 56s angel front,parts canada/power twins,193.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.07
83932,0340-0862,120/70-15 56s angel front,parts canada/power twins,193.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.07
83955,0350-0207,tube me-g17 160/70 to 210/50-17,parts canada/power twins,64.99,3.0,2,0.0,2.0,2.0,2.0,2.0,2.0,0.0,94.995
83959,0350-0303,tube me-e19 3.25 to 4.10 & 90 to,parts canada/power twins,63.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.57
83960,0350-0303,tube me-e19 3.25 to 4.10 & 90 to,parts canada/power twins,63.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.57
83973,0364-0001,pocket tire plugger tubless,parts canada/power twins,82.99,1.0,0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,46.34
83974,0364-0001,pocket tire plugger tubless,parts canada/power twins,82.99,1.0,0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,46.34
83991,0416-0082,13-17 f700gs front lwrng kit,parts canada/power twins,259.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0
83992,0416-0082,13-17 f700gs front lwrng kit,parts canada/power twins,259.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0
84025,0602-0439,"riser 2"" rox pivot 7/8 n",parts canada/power twins,153.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.22
84026,0602-0439,"riser 2"" rox pivot 7/8 n",parts canada/power twins,153.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.22
84052,0603-0457,base fork stem,parts canada/power twins,36.99,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.02
84053,0603-0457,base fork stem,parts canada/power twins,36.99,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.02
84056,0603-0458,base h-bar/brk/clch,parts canada/power twins,43.99,14.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.98
84057,0603-0458,base h-bar/brk/clch,parts canada/power twins,43.99,14.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.98
84273,1225-0375,link conn 520vo rivet,parts canada/power twins,9.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03
84274,1225-0375,link conn 520vo rivet,parts canada/power twins,9.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03
84287,1304-0676,13-17 f700gs/esa rear lowering,parts canada/power twins,184.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.71
84288,1304-0676,13-17 f700gs/esa rear lowering,parts canada/power twins,184.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.71
84414,153972,iso peg male mount (pr) 1/2 x 20,parts canada/power twins,42.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.07
84415,153972,iso peg male mount (pr) 1/2 x 20,parts canada/power twins,42.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.07
84421,16-E2,tube 16 m12 tr-4 street harley,parts canada/power twins,56.99,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.04
84422,16-E2,tube 16 m12 tr-4 street harley,parts canada/power twins,56.99,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.04
84446,165108,ytx14-bs maintenance free batt,parts canada/power twins,159.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.72
84447,165108,ytx14-bs maintenance free batt,parts canada/power twins,159.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.72
84561,1742-0159,10mm x 1.0mm banjo bolt,parts canada/power twins,16.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.1
84562,1742-0159,10mm x 1.0mm banjo bolt,parts canada/power twins,16.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.1
84580,1810-2562,17-22 g310r/gs race fs ss/cf,parts canada/power twins,1039.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.96
84581,1810-2562,17-22 g310r/gs race fs ss/cf,parts canada/power twins,1039.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.96
84642,1812-0242,1200gs 15-18 header,parts canada/power twins,1304.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0
84643,1812-0242,1200gs 15-18 header,parts canada/power twins,1304.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0
84772,2113-0034,ytx14h-bs hi-perf w/acid pack,parts canada/power twins,169.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.88
84773,2113-0034,ytx14h-bs hi-perf w/acid pack,parts canada/power twins,169.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.88
84801,2130-0100,bmw plug,parts canada/power twins,24.15,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75
84802,2130-0100,bmw plug,parts canada/power twins,24.15,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75
84805,2130-0110,sae male to coax,parts canada/power twins,15.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.11
84806,2130-0110,sae male to coax,parts canada/power twins,15.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.11
84809,2130-0111,"cord extension cable 25""",parts canada/power twins,19.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.85
84810,2130-0111,"cord extension cable 25""",parts canada/power twins,19.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.85
84869,2301-1606,wscreen pinigale db dsmk,parts canada/power twins,192.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.42
84870,2301-1606,wscreen pinigale db dsmk,parts canada/power twins,192.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.42
84873,2312-0217,bmw 1200 windscreen,parts canada/power twins,122.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
84874,2312-0217,bmw 1200 windscreen,parts canada/power twins,122.95,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
84934,2702-0259,nucleon kr-1 celli,parts canada/power twins,99.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.96
84935,2702-0259,nucleon kr-1 celli,parts canada/power twins,99.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.96
84951,2706-0250,guard d3o ghst shldr/hip,parts canada/power twins,44.99,1.0,0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,29.22
84995,2810-3864,jacket mis ign v2 bk 54,parts canada/power twins,889.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.46
84996,2810-3864,jacket mis ign v2 bk 54,parts canada/power twins,889.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.46
85043,2820-5750,jacket rx-3 wp black xl,parts canada/power twins,419.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0
85044,2820-5750,jacket rx-3 wp black xl,parts canada/power twins,419.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0
85061,2830-0338,li-ion heated moto vest xl,parts canada/power twins,249.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
85062,2830-0338,li-ion heated moto vest xl,parts canada/power twins,249.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
85638,3516-0271,tail bag ts1450r tactical,parts canada/power twins,259.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.37
85639,3516-0271,tail bag ts1450r tactical,parts canada/power twins,259.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.37
85647,357626,"1"" soft tye extensions red (pr)",parts canada/power twins,13.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.21
85648,357626,"1"" soft tye extensions red (pr)",parts canada/power twins,13.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.21
85652,357633,"1"" standard tie downs black",parts canada/power twins,40.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.86
85653,357633,"1"" standard tie downs black",parts canada/power twins,40.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.86
85784,3707-0038,(cs/6) fuel stabilizer 250ml,parts canada/power twins,25.99,9.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.83
85785,3707-0038,(cs/6) fuel stabilizer 250ml,parts canada/power twins,25.99,9.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.83
85837,3807-0165,optimate cable o-04,parts canada/power twins,16.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.04
85838,3807-0165,optimate cable o-04,parts canada/power twins,16.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.04
85841,3807-0166,optimate cable o-05,parts canada/power twins,21.99,12.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.24
85842,3807-0166,optimate cable o-05,parts canada/power twins,21.99,12.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.24
85850,3807-0176,optimate cable o-16,parts canada/power twins,23.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.14
85851,3807-0176,optimate cable o-16,parts canada/power twins,23.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.14
