,Part Number,Description,Supplier Name,Margin %,Margin,Price,Quantity,Gross Profit -  Last Month,Gross Profit -  Last 3 Months,Gross Profit -  Last 6 Months,Gross Profit -  Last 9 Months,Gross Profit -  Last 12 Months,Gross Profit -  Last 2 Years,Gross Profit -  Last 3 Years,Gross Profit -  Last 4 Years,Gross Profit -  Last 5 Years,Gross Profit -  Last 10 Years,Total Gross Profit,Gross Profit - Jan,Gross Profit - Feb,Gross Profit - Mar,Gross Profit - Apr,Gross Profit - May,Gross Profit - Jun,Gross Profit - Jul,Gross Profit - Aug,Gross Profit - Sep,Gross Profit - Oct,Gross Profit - Nov,Gross Profit - Dec
43290,46548520068,"case carrier, right",bmw group canada,35.0,115.24,329.26,0.0,0.0,0.0,0.0,1646.3,1646.3,1975.56,2634.08,2634.08,3292.6,3621.86,329.26,0.0,0.0,0.0,0.0,658.52,-329.26,0.0,0.0,0.0,0.0,0.0,0.0
43291,46548520069,cross brace,bmw group canada,35.22,40.5,114.99,1.0,0.0,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,0.0,0.0,0.0,0.0,229.98,-114.99,0.0,0.0,0.0,0.0,0.0,0.0
43292,46548520069,cross brace,bmw group canada,35.0,40.11,114.6,0.0,0.0,0.0,0.0,229.2,229.2,343.79999999999995,573.0,573.0,802.1999999999999,916.8,114.6,0.0,0.0,0.0,0.0,229.2,-114.6,0.0,0.0,0.0,0.0,0.0,0.0
43515,46617713314,fillister head screw,bmw group canada,39.85,1.59,3.99,0.0,0.0,0.0,0.0,47.88,51.870000000000005,63.84,91.77,107.73,131.67000000000002,131.67000000000002,0.0,3.99,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43516,46617713314,fillister head screw,bmw group canada,39.85,1.59,3.99,12.0,0.0,0.0,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43516,46617713314,fillister head screw,bmw group canada,39.85,1.59,3.99,12.0,0.0,0.0,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45185,46638532314,"c-clip nut, self-locking",bmw group canada,48.7,2.43,4.99,22.0,0.0,29.94,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,0.0,19.96,0.0,0.0,54.89,-4.99,0.0,0.0,0.0,0.0,0.0,0.0
45186,46638532314,self-locking plug nut,bmw group canada,60.0,3.84,6.4,0.0,0.0,0.0,0.0,83.2,128.0,403.2000000000001,499.2000000000001,627.2,1011.2,1446.4,89.60000000000001,0.0,25.6,0.0,0.0,70.4,-6.4,0.0,0.0,0.0,0.0,0.0,0.0
45209,46638534938,body screw without shoulder,bmw group canada,44.63,2.45,5.49,0.0,0.0,0.0,0.0,148.23000000000002,159.21,301.95,367.83,439.2000000000001,757.62,1087.02,21.96,0.0,0.0,0.0,0.0,43.92,-21.96,0.0,0.0,0.0,0.0,0.0,0.0
45210,46638534938,body screw without shoulder,bmw group canada,43.91,2.63,5.99,23.0,0.0,0.0,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,0.0,0.0,0.0,0.0,47.92,-23.96,0.0,0.0,0.0,0.0,0.0,0.0
47192,4990005108,high definition yellow,schuberth,100.0,68.99,68.99,1.0,0.0,0.0,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,0.0,0.0,0.0,-68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47192,4990005108,high definition yellow,schuberth,100.0,68.99,68.99,1.0,0.0,0.0,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,0.0,0.0,0.0,-68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47192,4990005108,high definition yellow,schuberth,100.0,68.99,68.99,1.0,0.0,0.0,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,0.0,0.0,0.0,-68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47192,4990005108,high definition yellow,schuberth,100.0,68.99,68.99,1.0,0.0,0.0,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,0.0,0.0,0.0,-68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47192,4990005108,high definition yellow,schuberth,100.0,68.99,68.99,1.0,0.0,0.0,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,0.0,0.0,0.0,-68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47192,4990005108,high definition yellow,schuberth,100.0,68.99,68.99,1.0,0.0,0.0,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,0.0,0.0,0.0,-68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47192,4990005108,high definition yellow,schuberth,100.0,68.99,68.99,1.0,0.0,0.0,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,0.0,0.0,0.0,-68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47192,4990005108,high definition yellow,schuberth,100.0,68.99,68.99,1.0,0.0,0.0,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,0.0,0.0,0.0,-68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47192,4990005108,high definition yellow,schuberth,100.0,68.99,68.99,1.0,0.0,0.0,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,0.0,0.0,0.0,-68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47192,4990005108,high definition yellow,schuberth,100.0,68.99,68.99,1.0,0.0,0.0,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,-68.99,0.0,0.0,0.0,-68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47441,501-514S,m8x1.25x25 10mm hex low pro fl,motovan,69.85,1.39,1.99,16.0,0.0,0.0,0.0,0.0,0.0,-31.84,-31.84,-31.84,-31.84,-31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47441,501-514S,m8x1.25x25 10mm hex low pro fl,motovan,69.85,1.39,1.99,16.0,0.0,0.0,0.0,0.0,0.0,-31.84,-31.84,-31.84,-31.84,-31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47441,501-514S,m8x1.25x25 10mm hex low pro fl,motovan,69.85,1.39,1.99,16.0,0.0,0.0,0.0,0.0,0.0,-31.84,-31.84,-31.84,-31.84,-31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47441,501-514S,m8x1.25x25 10mm hex low pro fl,motovan,69.85,1.39,1.99,16.0,0.0,0.0,0.0,0.0,0.0,-31.84,-31.84,-31.84,-31.84,-31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47441,501-514S,m8x1.25x25 10mm hex low pro fl,motovan,69.85,1.39,1.99,16.0,0.0,0.0,0.0,0.0,0.0,-31.84,-31.84,-31.84,-31.84,-31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47443,501-515S,m8x1.25x30 10mm hex low pro fl,motovan,82.91,1.65,1.99,46.0,0.0,0.0,0.0,0.0,0.0,-67.66,-51.74,-39.8,-39.8,-39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47443,501-515S,m8x1.25x30 10mm hex low pro fl,motovan,82.91,1.65,1.99,46.0,0.0,0.0,0.0,0.0,0.0,-67.66,-51.74,-39.8,-39.8,-39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47443,501-515S,m8x1.25x30 10mm hex low pro fl,motovan,82.91,1.65,1.99,46.0,0.0,0.0,0.0,0.0,0.0,-67.66,-51.74,-39.8,-39.8,-39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47443,501-515S,m8x1.25x30 10mm hex low pro fl,motovan,82.91,1.65,1.99,46.0,0.0,0.0,0.0,0.0,0.0,-67.66,-51.74,-39.8,-39.8,-39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47443,501-515S,m8x1.25x30 10mm hex low pro fl,motovan,82.91,1.65,1.99,46.0,0.0,0.0,0.0,0.0,0.0,-67.66,-51.74,-39.8,-39.8,-39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47445,501-516S,m8x1.25x35 10mm hex low pro fl,motovan,69.85,1.39,1.99,16.0,0.0,0.0,0.0,0.0,0.0,-31.84,-31.84,-31.84,-31.84,-31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47445,501-516S,m8x1.25x35 10mm hex low pro fl,motovan,69.85,1.39,1.99,16.0,0.0,0.0,0.0,0.0,0.0,-31.84,-31.84,-31.84,-31.84,-31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47445,501-516S,m8x1.25x35 10mm hex low pro fl,motovan,69.85,1.39,1.99,16.0,0.0,0.0,0.0,0.0,0.0,-31.84,-31.84,-31.84,-31.84,-31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47445,501-516S,m8x1.25x35 10mm hex low pro fl,motovan,69.85,1.39,1.99,16.0,0.0,0.0,0.0,0.0,0.0,-31.84,-31.84,-31.84,-31.84,-31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47445,501-516S,m8x1.25x35 10mm hex low pro fl,motovan,69.85,1.39,1.99,16.0,0.0,0.0,0.0,0.0,0.0,-31.84,-31.84,-31.84,-31.84,-31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48905,51167699791,mirror,bmw group canada,37.39,43.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50554,5262903T,120/70zr17 (58) racetec interact,thibault canada,42.46,144.35,339.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-339.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51069,54040111C,voltage regulator,ducati,31.92,63.51,198.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-198.99,1193.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51328,5454138-463,"cvr-switchcrl,2row,lh,rr,blk",polaris acceptance,50.0,67.49,134.99,1.0,0.0,0.0,0.0,0.0,0.0,-134.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51477,54840421A,oil cooler,ducati canada,30.03,277.95,925.49,0.0,0.0,0.0,0.0,0.0,-925.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51713,55240201A,"sensor, timing & rpm",ducati canada,20.02,35.13,175.49,0.0,0.0,0.0,0.0,0.0,-175.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52657,564P1402AJ,front mudguard,ducati canada,30.06,118.45,393.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.99,0.0,-393.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52658,564P1402AJ,front mudguard,ducati,30.06,118.45,393.99,1.0,0.0,0.0,-393.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.99,0.0,-393.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52658,564P1402AJ,front mudguard,ducati,30.06,118.45,393.99,1.0,0.0,0.0,-393.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.99,0.0,-393.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52980,57-60586,bmw f 800 gs engine guard,motovan corporation,33.0,121.1,366.99,0.0,0.0,0.0,0.0,0.0,0.0,-366.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53489,57844,dont use,parts canada    power twins (price,40.91,5.83,14.25,0.0,0.0,0.0,0.0,0.0,0.0,-14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57534,63140491A,brake control lever,ducati canada,30.17,56.56,187.49,0.0,0.0,0.0,0.0,0.0,0.0,-187.49,-187.49,-187.49,-187.49,-187.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57534,63140491A,brake control lever,ducati canada,30.17,56.56,187.49,0.0,0.0,0.0,0.0,0.0,0.0,-187.49,-187.49,-187.49,-187.49,-187.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57534,63140491A,brake control lever,ducati canada,30.17,56.56,187.49,0.0,0.0,0.0,0.0,0.0,0.0,-187.49,-187.49,-187.49,-187.49,-187.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57534,63140491A,brake control lever,ducati canada,30.17,56.56,187.49,0.0,0.0,0.0,0.0,0.0,0.0,-187.49,-187.49,-187.49,-187.49,-187.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57534,63140491A,brake control lever,ducati canada,30.17,56.56,187.49,0.0,0.0,0.0,0.0,0.0,0.0,-187.49,-187.49,-187.49,-187.49,-187.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57718,63212346438,rear reflector red,bmw group canada,28.64,7.73,26.99,8.0,0.0,0.0,53.98,53.98,53.98,53.98,53.98,53.98,53.98,53.98,53.98,0.0,0.0,0.0,0.0,107.96,-53.98,0.0,0.0,0.0,0.0,0.0,0.0
57719,63212346438,reflector,bmw group canada,38.84,11.43,29.43,0.0,0.0,0.0,0.0,294.3,294.3,353.16,470.88,647.46,1530.36,2413.26,58.86,0.0,0.0,0.0,0.0,117.72,-58.86,0.0,0.0,0.0,0.0,0.0,0.0
57876,63238557203,led turn indicator,bmw group canada,34.31,36.19,105.49,0.0,0.0,0.0,0.0,421.96,421.96,421.96,421.96,421.96,421.96,421.96,316.47,0.0,105.49,210.98,0.0,0.0,105.49,-105.49,0.0,0.0,0.0,0.0,0.0
57877,63238557203,led turn indicator,bmw group canada,34.62,36.69,105.99,2.0,-105.99,0.0,211.98,317.97,317.97,317.97,317.97,317.97,317.97,317.97,317.97,0.0,105.99,211.98,0.0,0.0,105.99,-105.99,0.0,0.0,0.0,0.0,0.0
57877,63238557203,led turn indicator,bmw group canada,34.62,36.69,105.99,2.0,-105.99,0.0,211.98,317.97,317.97,317.97,317.97,317.97,317.97,317.97,317.97,0.0,105.99,211.98,0.0,0.0,105.99,-105.99,0.0,0.0,0.0,0.0,0.0
58168,65010243C,right switch,ducati,31.97,50.51,157.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58192,650665 01 01,bmw r1200gs lc alurack,motovan,100.0,216.99,216.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-216.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59225,68010131A,"key, woodruff 4x5x10",ducati canada,46.98,0.7,1.49,0.0,0.0,0.0,0.0,8.94,8.94,11.92,11.92,16.39,16.39,16.39,0.0,0.0,0.0,4.47,-4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59226,68010131A,"key, woodruff 4x5x10",ducati,61.31,1.22,1.99,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,-5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60102,70350022A,ring nut m17x1,ducati canada,30.27,9.23,30.49,0.0,0.0,0.0,0.0,121.96,121.96,152.45,152.45,152.45,152.45,152.45,0.0,0.0,30.49,0.0,-30.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60103,70350022A,ring nut m17x1,ducati,33.08,10.25,30.99,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.99,61.98,61.98,0.0,0.0,30.99,0.0,-30.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60311,7095596,srt blackout mt/gls blk s,bell sports inc,39.28,113.89,289.95,1.0,0.0,0.0,0.0,-289.95,-289.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60311,7095596,srt blackout mt/gls blk s,bell sports inc,39.28,113.89,289.95,1.0,0.0,0.0,0.0,-289.95,-289.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60815,7119904924,washer,bmw group canada,46.58,2.79,5.99,8.0,23.96,23.96,47.92,47.92,47.92,47.92,47.92,47.92,47.92,47.92,47.92,0.0,0.0,0.0,0.0,47.92,-23.96,23.96,0.0,0.0,0.0,0.0,0.0
60816,7119904924,washer,bmw group canada,60.0,4.8,8.0,0.0,0.0,0.0,0.0,64.0,64.0,104.0,200.0,296.0,760.0,1240.0,64.0,0.0,0.0,0.0,0.0,64.0,-32.0,32.0,0.0,0.0,0.0,0.0,0.0
60878,7119905506,hex nut,bmw group canada,51.88,2.07,3.99,18.0,0.0,0.0,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,0.0,0.0,0.0,0.0,31.92,-15.96,0.0,0.0,0.0,0.0,0.0,0.0
60879,7119905506,hex nut,bmw group canada,60.0,2.88,4.8,0.0,0.0,0.0,0.0,105.6,105.6,124.8,182.4,240.0,518.4,806.4,19.2,0.0,0.0,0.0,0.0,38.4,-19.2,0.0,0.0,0.0,0.0,0.0,0.0
61204,7119930840,spring washer,bmw group canada,48.12,1.92,3.99,22.0,0.0,0.0,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,0.0,0.0,-15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61204,7119930840,spring washer,bmw group canada,48.12,1.92,3.99,22.0,0.0,0.0,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,0.0,0.0,-15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61204,7119930840,spring washer,bmw group canada,48.12,1.92,3.99,22.0,0.0,0.0,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,0.0,0.0,-15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61204,7119930840,spring washer,bmw group canada,48.12,1.92,3.99,22.0,0.0,0.0,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,0.0,0.0,-15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61204,7119930840,spring washer,bmw group canada,48.12,1.92,3.99,22.0,0.0,0.0,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,0.0,0.0,-15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61204,7119930840,spring washer,bmw group canada,48.12,1.92,3.99,22.0,0.0,0.0,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,0.0,0.0,-15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61204,7119930840,spring washer,bmw group canada,48.12,1.92,3.99,22.0,0.0,0.0,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,0.0,0.0,-15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61204,7119930840,spring washer,bmw group canada,48.12,1.92,3.99,22.0,0.0,0.0,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,0.0,0.0,-15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61204,7119930840,spring washer,bmw group canada,48.12,1.92,3.99,22.0,0.0,0.0,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,0.0,0.0,-15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61204,7119930840,spring washer,bmw group canada,48.12,1.92,3.99,22.0,0.0,0.0,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,0.0,0.0,-15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61205,7119930840,spring washer,bmw group canada,60.04,3.11,5.18,0.0,0.0,0.0,0.0,113.96,113.96,113.96,113.96,134.68,176.12,196.84,-20.72,0.0,0.0,-20.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61205,7119930840,spring washer,bmw group canada,60.04,3.11,5.18,0.0,0.0,0.0,0.0,113.96,113.96,113.96,113.96,134.68,176.12,196.84,-20.72,0.0,0.0,-20.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61861,7129907075,fillister-head screw,bmw group canada,36.61,9.15,24.99,2.0,24.99,24.99,49.98,99.96,99.96,99.96,99.96,99.96,99.96,99.96,74.97,49.98,0.0,24.99,0.0,24.99,-24.99,0.0,0.0,0.0,0.0,0.0,0.0
61862,7129907075,fillister-head screw,bmw group canada,41.83,11.39,27.23,0.0,0.0,0.0,0.0,136.15,136.15,136.15,217.84,299.53000000000003,353.99,353.99,81.69,54.46,0.0,27.23,0.0,27.23,-27.23,0.0,0.0,0.0,0.0,0.0,0.0
61892,7129907381,fillister-head screw,bmw group canada,41.24,2.47,5.99,39.0,0.0,11.98,11.98,11.98,11.98,11.98,11.98,11.98,11.98,11.98,11.98,0.0,11.98,-11.98,0.0,11.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61893,7129907381,fillister head screw,bmw group canada,60.0,5.28,8.8,0.0,0.0,0.0,0.0,184.8,184.8,246.40000000000003,369.6,457.6,844.8000000000001,1038.4,17.6,0.0,17.6,-17.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61974,7129908527,fillister-head screw,bmw group canada,39.73,6.75,16.99,7.0,50.97,101.94,84.94999999999999,101.94,101.94,101.94,101.94,101.94,101.94,101.94,101.94,16.99,-16.99,0.0,0.0,50.97,0.0,50.97,0.0,0.0,0.0,0.0,0.0
61975,7129908527,fillister-head screw,bmw group canada,41.82,7.36,17.6,0.0,0.0,0.0,0.0,176.0,457.6,598.4000000000001,827.2,897.6,1003.2,1003.2,105.6,17.6,-17.6,0.0,0.0,52.8,0.0,52.8,0.0,0.0,0.0,0.0,0.0
62047,7129952121,"e32 pipe clamp""l47-54""",bmw group canada,60.03,3.98,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.26,26.52,39.78,39.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63041,71607707369,support,bmw group canada,32.59,33.89,103.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.99,-103.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63042,71607707369,r1200gs/m gps bar,bmw group canada,61.16,63.05,103.09,0.0,0.0,0.0,0.0,103.09,103.09,103.09,103.09,103.09,103.09,103.09,0.0,0.0,0.0,103.09,-103.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65564,7556120,"washer, .906 x 1.38 x .060 in",polaris acceptance,49.87,1.99,3.99,10.0,0.0,0.0,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.99,0.0,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65564,7556120,"washer, .906 x 1.38 x .060 in",polaris acceptance,49.87,1.99,3.99,10.0,0.0,0.0,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.99,0.0,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65564,7556120,"washer, .906 x 1.38 x .060 in",polaris acceptance,49.87,1.99,3.99,10.0,0.0,0.0,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.99,0.0,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65607,757911747,rollers bearing nj203ecp,ducati canada,45.03,47.95,106.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212.98,-212.98,-212.98,-212.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65607,757911747,rollers bearing nj203ecp,ducati canada,45.03,47.95,106.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212.98,-212.98,-212.98,-212.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65607,757911747,rollers bearing nj203ecp,ducati canada,45.03,47.95,106.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212.98,-212.98,-212.98,-212.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65607,757911747,rollers bearing nj203ecp,ducati canada,45.03,47.95,106.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212.98,-212.98,-212.98,-212.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66750,76218536413,gloves atlanta gtx black,bmw group canada,44.04,67.82,153.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-153.99,153.99,0.0,0.0,0.0,0.0,0.0,0.0
66922,76227922743,"boots, cruisecomfort gtx plu",bmw group canada,40.07,160.09,399.49,0.0,0.0,0.0,0.0,798.98,798.98,798.98,798.98,798.98,798.98,798.98,-399.49,-399.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66922,76227922743,"boots, cruisecomfort gtx plu",bmw group canada,40.07,160.09,399.49,0.0,0.0,0.0,0.0,798.98,798.98,798.98,798.98,798.98,798.98,798.98,-399.49,-399.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
